,City,City ID,Date,Max Temperature,Cloudiness,Humidity,Wind Speed,Latitude,Longitude
272,Soyo,2236967,1552092385,27.0,76,85,1.57,-6.13,12.37
273,Atasu,1526041,1552092385,-6.33,92,77,3.57,48.68,71.64
274,Walvis Bay,3359638,1552089782,17.22,0,77,2.6,-22.95,14.51
275,Parkes,2153778,1552092177,28.89,32,38,0.45,-33.14,148.18
276,Lavumisa,935051,1552092386,20.0,100,96,1.42,-27.31,31.88
277,Bathsheba,3374083,1552089600,25.0,20,73,7.7,13.22,-59.52
278,Tygda,2014743,1552092386,-9.1,0,51,3.27,53.11,126.33
279,Panzhihua,6929460,1552092386,11.5,0,55,2.12,26.59,101.72
280,Marechal Deodoro,3395395,1552089600,26.0,40,83,2.6,-9.71,-35.9
281,Touros,3386213,1552089600,27.0,40,83,2.1,-5.2,-35.46
282,Rocha,3440777,1552092387,17.78,92,76,5.82,-34.48,-54.34
283,Nikolskoye,546105,1552092035,4.0,90,93,3.0,59.7,30.79
284,Aswan,359792,1552092387,12.43,0,67,3.97,24.09,32.9
285,Port Hardy,6111862,1552089600,5.0,20,60,1.0,50.7,-127.42
286,San Patricio,3437029,1552092387,23.83,80,93,3.22,-26.98,-56.83
287,Russell,3844421,1552089600,13.0,40,87,2.6,-33.01,-68.8
288,Kjollefjord,779261,1552092388,-10.93,44,82,2.97,70.95,27.35
289,Naze,2337542,1552092388,24.15,32,90,2.12,5.43,7.07
290,Belmonte,8010472,1552092388,2.58,0,81,1.32,40.36,-7.35
291,Tabuk,1684803,1552092388,19.5,36,91,1.07,17.41,121.44
292,Orocue,3673536,1552092389,28.53,36,63,2.22,4.79,-71.34
293,Nouadhibou,2377457,1552089600,18.0,0,77,11.8,20.93,-17.03
294,Man,2284647,1552092389,22.93,12,85,1.02,7.41,-7.55
295,Ketchikan,5554428,1552089360,5.0,75,65,2.6,55.34,-131.65
296,Puerto Penasco,3991347,1552091498,17.22,0,65,6.26,31.32,-113.53
297,Kathu,991664,1552092338,18.89,0,39,3.37,-27.7,23.05
298,Buraydah,107304,1552089600,8.0,0,52,3.6,26.33,43.97
299,Upernavik,3418910,1552092172,-13.6,36,100,5.47,72.79,-56.15
300,Ust-Nera,2120048,1552092391,-27.03,64,84,1.22,64.57,143.24
301,Nanae,2129003,1552089600,8.0,75,61,9.3,41.94,140.7
302,Northam,2641434,1552092319,9.0,20,81,4.1,51.04,-4.21
303,Chancay,3944399,1552092304,24.44,36,80,1.79,-11.56,-77.27
304,Coihaique,3894426,1552089600,14.0,0,58,2.1,-45.58,-72.07
305,Broome,2656067,1552092378,9.0,88,93,7.7,52.47,1.45
306,Maniwaki,6065262,1552092392,-5.03,0,60,3.67,46.38,-75.98
307,Boende,218680,1552092393,23.85,76,90,0.97,-0.28,20.88
308,Tautira,4033557,1552092183,31.67,40,66,5.1,-17.73,-149.15
309,Yeppoon,2142316,1552089600,28.0,75,65,6.7,-23.13,150.74
310,Port-Gentil,2396518,1552092394,28.25,48,94,2.72,-0.72,8.78
311,Deputatskiy,2028164,1552092394,-22.63,68,76,1.62,69.3,139.9
312,Mumford,2297810,1552092394,25.75,0,90,2.67,5.26,-0.76
313,Qianguo,2035399,1552092394,1.23,20,50,7.52,45.12,124.86
314,Horsham,2163055,1552092395,20.48,0,86,2.07,-36.71,142.2
315,Carutapera,3402648,1552092395,26.08,92,89,2.87,-1.2,-46.02
316,Mazatlan,3996322,1552091470,26.0,75,54,4.1,23.22,-106.42
317,Eureka,5563397,1552092012,9.44,75,61,3.6,40.8,-124.16
318,Araouane,2460954,1552092395,15.03,0,27,4.67,18.9,-3.53
319,Kavaratti,1267390,1552092271,27.35,8,100,4.42,10.57,72.64
320,Santa Isabel do Rio Negro,3662489,1552092396,25.85,8,91,1.62,-0.41,-65.02
321,Chumikan,2025256,1552092396,-9.9,0,55,2.12,54.72,135.31
322,Santa Maria,3450083,1552092124,20.93,92,97,2.42,-29.69,-53.81
323,Hatillo,4565346,1552092330,26.11,40,86,5.7,18.49,-66.83
324,Padang,1633419,1552089600,25.0,20,94,1.0,-0.92,100.36
325,Lanzhou,1804430,1552089600,-8.0,0,85,2.0,36.06,103.82
326,Sao Felix do Xingu,3388847,1552092318,24.63,0,92,0.97,-6.64,-51.99
327,Lugovoy,1498919,1552092398,-4.4,68,81,4.82,59.72,65.88
328,Manadhoo,1337618,1552092398,27.58,80,100,1.87,5.77,73.38
329,Natal,3394023,1552089600,28.0,20,78,5.1,-5.81,-35.21
330,Kokopo,2093685,1552092398,26.75,32,100,1.27,-4.34,152.27
331,Laerdalsoyri,3148569,1552092309,-6.67,68,75,1.34,61.1,7.48
332,Lasa,146639,1552092319,10.0,20,87,3.6,34.92,32.53
333,Nalut,2214433,1552092399,12.33,32,38,3.82,31.86,10.98
334,Bonthe,2409914,1552092399,25.88,0,90,2.17,7.53,-12.5
335,Ambon,3037899,1552092382,11.11,90,100,3.6,47.55,-2.56
336,Severo-Kurilsk,2121385,1552092399,-1.0,64,97,6.92,50.68,156.12
337,Shubarshi,608270,1552092399,-7.08,80,81,3.32,48.59,57.19
338,Taltal,3870243,1552092400,17.85,80,71,1.12,-25.41,-70.49
339,Sibu,1735902,1552089600,25.0,75,94,1.0,2.29,111.83
340,Bulaevo,1525014,1552092400,-13.98,0,78,4.42,54.91,70.44
341,Thung Song,1150085,1552089600,21.0,20,100,0.72,8.16,99.67
342,Port Hedland,2063042,1552089600,32.0,0,62,2.1,-20.31,118.58
343,Harper,4696310,1552092381,25.56,1,69,3.6,30.3,-99.24
344,Barcelos,2742416,1552092363,11.11,75,93,0.77,41.53,-8.62
345,Opelousas,4336153,1552092344,21.11,90,83,4.1,30.53,-92.08
346,Vanavara,2013727,1552092272,-6.83,0,59,4.57,60.35,102.28
347,San Rafael,3836669,1552092402,14.9,92,48,2.27,-34.61,-68.33
348,Tuatapere,2180815,1552092252,16.58,92,81,1.12,-46.13,167.69
349,Praia,3460954,1552089600,26.0,0,61,2.6,-20.25,-43.81
350,Nemuro,2128975,1552089600,0.0,0,91,5.1,43.32,145.57
351,San Juan Bautista,3437063,1552092402,23.18,68,92,4.72,-26.67,-57.15
352,Nanakuli,5851349,1552092320,26.0,75,56,6.7,21.39,-158.15
353,Kutiyana,1265415,1552092403,14.98,0,86,2.07,21.62,69.99
354,Ilulissat,3423146,1552089000,-5.0,0,35,4.1,69.22,-51.1
355,Toamasina,1053384,1552089600,24.0,75,94,0.97,-18.17,49.38
356,Mackay,5921525,1552089600,-1.0,90,53,5.7,53.65,-115.58
357,Kondinskoye,1502697,1552092403,-5.1,88,81,3.97,59.65,67.41
358,Moquegua,3934608,1552092404,18.83,64,65,1.37,-17.19,-70.93
359,Marsa Matruh,352733,1552092251,3.73,0,81,1.52,31.35,27.25
360,Hithadhoo,1282256,1552092404,28.4,68,100,2.77,-0.6,73.08
361,Shigony,494531,1552092404,-5.0,92,88,7.57,53.39,48.68
362,Zhigansk,2012530,1552092404,-15.6,64,70,3.57,66.77,123.37
363,Kangaatsiaq,3422683,1552092405,-8.68,0,100,3.92,68.31,-53.46
364,Nova Odesa,699811,1552092405,7.0,68,91,3.62,47.3,31.79
365,Phalodi,1259813,1552092405,14.53,0,71,4.07,27.13,72.36
366,Baruun-Urt,2032614,1552092405,-11.28,0,67,1.67,46.68,113.28
367,Topolobampo,3981345,1552092137,24.0,90,60,7.2,25.6,-109.05
368,Calvinia,3369174,1552092405,10.68,0,83,1.27,-31.47,19.78
369,Lompoc,5367788,1552092397,14.44,1,58,7.7,34.64,-120.46
370,Namatanai,2090021,1552092406,27.33,68,100,2.67,-3.66,152.44
371,Aykhal,2027296,1552092406,-10.28,80,80,3.22,65.95,111.51
372,Matara,3948642,1552092406,10.65,32,68,0.92,-13.74,-72.9
373,Bossangoa,2388036,1552092406,21.0,12,87,1.27,6.5,17.45
374,Simao,1794209,1552092406,14.43,88,97,0.67,22.76,100.79
375,Myitkyina,1307741,1552092406,14.33,12,97,0.37,25.38,97.4
376,Urozhaynoye,2120530,1552092406,1.15,48,72,2.92,47.7,142.03
377,Puerto Escondido,3520994,1552088640,30.0,5,66,4.1,15.86,-97.07
378,Airai,1651810,1552092407,23.63,56,85,0.62,-8.93,125.41
379,Vila,3164565,1552092397,11.67,0,93,1.0,45.18,8.4
380,Pontian Kecil,1732711,1552092322,28.0,75,94,4.42,1.48,103.39
381,Praia da Vitoria,3372760,1552092332,16.0,75,82,7.72,38.73,-27.07
382,Guerrero Negro,4021858,1552092408,16.63,0,62,8.42,27.97,-114.04
383,Yar-Sale,1486321,1552092408,-14.88,0,67,5.97,66.83,70.83
384,Brainerd,5019116,1552092204,-1.67,90,73,3.1,46.36,-94.2
385,Cap Malheureux,934649,1552089600,24.0,75,94,2.1,-19.98,57.61
386,Thibodaux,4343429,1552092181,22.22,90,78,4.1,29.8,-90.82
387,Luderitz,3355672,1552092408,16.38,0,77,9.32,-26.65,15.16
388,Samarai,2132606,1552092408,28.5,92,99,4.67,-10.62,150.67
389,Puerto del Rosario,2512186,1552091400,17.0,0,67,6.7,28.5,-13.86
390,Suntar,2015913,1552092409,-7.08,88,87,2.12,62.16,117.65
391,Imuris,4004399,1552092322,16.11,44,34,3.13,30.78,-110.86
392,Pacov,3068647,1552092388,5.56,0,80,5.7,49.47,15.0
393,Mbuji-Mayi,209228,1552092410,19.85,56,91,1.37,-6.13,23.6
394,Rawson,3839307,1552092410,16.98,0,29,5.07,-43.3,-65.11
395,Boras,2720501,1552092376,3.89,90,78,5.1,57.72,12.94
396,Peniche,2264923,1552092363,11.67,0,93,0.5,39.36,-9.38
397,Cockburn Town,3576994,1552092161,24.48,76,100,6.97,21.46,-71.14
398,Nouakchott,2377450,1552089600,20.0,0,60,5.1,18.08,-15.98
399,Karakol,1528121,1552092411,-16.15,20,64,1.72,42.49,78.39
400,Malanje,2239862,1552092411,19.85,56,94,1.87,-9.54,16.35
401,Papara,3395473,1552091891,27.22,20,83,1.0,-3.98,-38.73
402,Jaicos,3397660,1552092411,25.58,12,81,2.77,-7.36,-41.14
403,Tottori,1849892,1552089600,10.0,0,82,4.6,35.5,134.23
404,Westport,2960970,1552092184,10.56,92,78,3.13,53.8,-9.52
405,Dwarka,1273294,1552089600,15.0,20,77,1.5,28.58,77.04
406,Zeya,2012593,1552092412,-10.58,0,50,2.42,53.74,127.27
407,Xuchang,1788046,1552089600,6.0,32,75,1.32,34.03,113.82
408,Wittingen,2807257,1552092310,7.22,75,80,4.6,52.73,10.74
409,Xichang,1789647,1552092412,2.0,0,70,0.77,27.88,102.25
410,Sakaiminato,1853174,1552091594,8.0,20,100,1.0,35.55,133.23
411,Carlisle,2653775,1552092340,6.11,0,93,11.3,54.89,-2.94
412,Vanimo,2084442,1552092413,26.68,88,100,3.02,-2.67,141.3
413,Kosh-Agach,1502422,1552092413,-20.33,8,51,1.42,49.99,88.66
414,Birin,170017,1552092413,-1.15,0,74,1.32,35.01,36.67
415,Shimoda,1852357,1552091928,14.0,40,58,2.6,34.7,138.93
416,Shelby,5677433,1552092012,-2.78,1,53,8.7,48.51,-111.86
417,Tanabe,1850708,1552089600,11.0,20,57,1.5,33.73,135.39
418,Dryden,5942913,1552089600,-5.0,90,79,3.1,49.79,-92.84
419,Pasighat,1260206,1552092415,7.93,0,78,1.07,28.06,95.33
420,Pangody,1495626,1552092415,-12.83,32,70,5.12,65.85,74.49
421,Ketou,2393551,1552092415,22.35,68,96,2.12,7.36,2.6
422,Ulladulla,2145554,1552092375,22.78,90,64,3.6,-35.36,150.48
423,Novokizhinginsk,2018930,1552092415,-13.38,0,54,2.37,51.61,109.59
424,Oranjestad,3577154,1552089600,26.0,20,83,7.7,12.52,-70.03
425,Sunnyside,6159599,1552092303,-8.33,12,85,1.79,47.86,-53.92
426,Riyadh,108410,1552089600,13.0,0,20,4.1,24.63,46.72
427,Nantucket,4944903,1552092206,1.11,1,100,5.1,41.28,-70.1
428,Baksanenok,579571,1552089600,0.0,32,89,1.0,43.69,43.65
429,Zonguldak,737021,1552092416,5.83,0,78,1.42,41.25,31.83
430,Tecolutla,3514593,1552092416,25.9,0,36,1.07,17.31,-98.74
431,Ukiah,5404476,1552092325,12.22,1,40,5.1,39.15,-123.21
432,Nuevitas,3545841,1552089180,24.0,92,73,5.7,21.55,-77.27
433,El Porvenir,3610676,1552089600,27.0,40,78,7.7,15.75,-86.9
434,Alice Springs,2077895,1552089600,31.0,0,8,7.7,-23.7,133.88
435,Inhambane,1045114,1552092418,26.53,92,92,3.87,-23.87,35.38
436,Pedernales,3653307,1552092418,24.53,64,83,3.47,0.07,-80.05
437,Machiques,3633444,1552092418,22.5,80,74,3.12,10.06,-72.55
438,Silver City,5491487,1552092196,12.22,90,40,14.9,32.77,-108.28
439,Ryotsu,1853371,1552089600,7.0,20,56,3.6,38.08,138.43
440,Patterson,4336646,1552092083,21.11,90,88,2.6,29.69,-91.3
441,Arlit,2447513,1552092419,20.63,32,43,0.27,18.74,7.39
442,Campo Maior,2270336,1552092391,10.56,0,74,1.34,39.01,-7.07
443,Paramonga,3933024,1552092419,23.83,44,96,4.22,-10.68,-77.82
444,Caravelas,3466980,1552092419,29.28,32,99,3.32,-17.73,-39.27
445,Fayaoue,2141305,1552092419,26.1,80,100,8.17,-20.65,166.53
446,Luau,876177,1552092420,19.15,92,98,1.32,-10.7,22.23
447,Fuerte Olimpo,3438102,1552092420,30.9,0,55,3.57,-21.04,-57.87
448,Zhoucheng,6957977,1552089600,9.0,48,81,2.0,31.35,119.33
449,Sayyan,70979,1552092420,6.43,0,84,0.87,15.17,44.32
450,Jensen Beach,4160171,1552092125,23.0,20,77,3.1,27.25,-80.23
451,Tripoli,252601,1552092047,12.22,0,80,0.72,37.51,22.37
452,Provins,2985229,1552092369,9.0,90,87,10.3,48.56,3.3
453,Cabatuan,1721714,1552092420,23.33,8,82,1.92,16.95,121.67
454,Qaqortoq,3420846,1552089000,3.0,36,25,13.4,60.72,-46.03
455,Kerrobert,5991284,1552092051,-9.0,75,78,7.2,51.92,-109.14
456,Christchurch,2192362,1552092186,18.89,24,67,5.7,-43.53,172.64
457,Pemberton,2063604,1552092382,20.0,92,98,0.45,-34.44,116.03
458,Galle,4695361,1552092418,25.0,75,78,4.6,29.74,-97.91
459,Turukhansk,1488903,1552092227,-12.85,68,83,9.12,65.8,87.96
460,Hovd,7626384,1552092301,1.0,75,86,5.1,63.83,10.7
461,Guasave,4005219,1552091897,24.0,90,60,7.2,25.57,-108.47
462,Bowling Green,4285268,1552092242,8.0,90,93,2.6,36.99,-86.44
463,Aitape,2101169,1552092422,24.73,92,100,1.62,-3.15,142.36
464,Vardo,4372777,1552092366,1.11,90,86,1.67,39.62,-77.74
465,Livingston,4073383,1552092332,22.0,75,68,2.6,32.58,-88.19
466,Ibra,287832,1552092375,11.38,8,83,0.87,22.69,58.55
467,Takoradi,2294915,1552092423,27.33,0,100,2.47,4.89,-1.75
468,Whitehorse,6180550,1552092164,0.0,20,42,5.7,60.72,-135.06
469,Havre,5656497,1552091550,-3.89,1,68,4.6,48.55,-109.68
470,Sobolevo,525426,1552092423,3.5,44,88,8.42,54.43,31.9
471,Dilla,338998,1552092423,12.6,0,69,0.92,6.41,38.31
472,Tura,1254046,1552092161,9.98,0,74,1.12,25.52,90.21
473,Gravdal,3147822,1552092422,2.78,88,93,6.7,59.79,5.78
474,Hay River,5972762,1552089600,-7.0,90,73,3.1,60.82,-115.79
475,Tsiroanomandidy,1054463,1552092424,17.9,76,96,1.22,-18.77,46.05
476,Dunmore Town,3572462,1552092424,23.85,24,100,6.47,25.5,-76.65
477,Kawalu,1640902,1552092267,20.48,32,91,0.87,-7.38,108.21
478,Pulandian,1798490,1552089600,6.0,40,48,2.0,39.4,121.96
479,Antsohihy,1068971,1552092424,22.15,24,97,0.87,-14.88,47.99
480,Tibati,2221530,1552092425,25.9,92,31,3.42,6.47,12.63
481,Kaffrine,2251007,1552089600,26.0,0,31,4.1,14.1,-15.55
482,Yulara,6355222,1552089600,32.0,0,8,4.6,-25.24,130.99
483,Kaeo,2189343,1552091884,21.67,44,77,1.34,-35.1,173.78
484,Conde,3465713,1552092425,26.73,0,86,3.42,-11.81,-37.61
485,Sri Aman,1735799,1552089600,24.0,75,100,1.0,1.24,111.46
486,Pacific Grove,5380437,1552092382,13.0,40,54,5.1,36.62,-121.92
487,Kieta,2094027,1552092426,28.4,36,95,2.07,-6.22,155.63
488,Narsimhapur,1267904,1552092426,15.03,0,70,1.97,17.14,74.26
489,Charlottesville,4752031,1552092262,1.11,90,100,1.12,38.03,-78.48
490,Marzuq,72181,1552092426,11.1,32,83,1.22,14.4,46.47
491,Bolshaya Martynovka,581220,1552092427,4.15,8,89,4.27,47.27,41.67
492,Ola,2122574,1552092427,-8.03,88,100,3.22,59.58,151.3
493,Santa Cruz,5393052,1552092429,12.78,1,54,4.1,36.97,-122.03
494,Laguna,4013704,1552088580,22.0,90,53,3.6,27.52,-110.01
495,Eregli,315498,1552092429,-3.03,0,64,1.27,37.51,34.05
496,San Carlos,3628503,1552092368,29.9,64,54,3.92,9.66,-68.59
497,Sao Domingos do Prata,3449219,1552092430,22.48,0,70,2.12,-19.86,-42.97
498,Bangui,2389853,1552089600,26.0,0,78,1.12,4.39,18.55
499,Bud,7626370,1552092346,-1.0,80,92,4.1,62.91,6.91
500,Shache,1280037,1552092431,-4.98,0,67,1.87,38.42,77.24
501,Kushima,1895695,1552091526,11.67,75,66,3.6,31.5,131.29
502,Salisbury,2638664,1552092429,9.0,32,93,7.7,51.07,-1.8
503,Sorland,3137469,1552092236,-0.85,24,100,12.42,67.67,12.69
504,San Lorenzo,3437056,1552089600,22.0,90,94,3.1,-25.34,-57.51
505,Lengshuijiang,1804169,1552092432,6.83,92,98,1.42,27.66,111.45
506,Deniliquin,2169068,1552092432,21.85,24,85,2.22,-35.53,144.96
507,Kungurtug,1501377,1552092433,-22.75,8,52,1.42,50.6,97.53
508,Tilichiki,2120591,1552092433,-12.18,20,84,1.77,60.47,166.1
509,Camocim,3403687,1552092433,25.1,44,91,2.97,-2.9,-40.84
510,Tornio,637314,1552092312,2.0,90,93,5.1,61.12,27.27
511,Mehamn,778707,1552092433,-10.93,44,82,2.97,71.03,27.85
512,Vrises,260114,1552092349,12.0,1,83,3.1,35.49,23.89
513,Whitianga,2179103,1552092310,17.78,36,93,1.34,-36.83,175.7
514,Wakkanai,2127515,1552089600,4.0,75,80,11.3,45.41,141.67
515,The Valley,3573374,1552091466,26.0,75,73,6.7,18.22,-63.06
516,Atar,2381334,1552092434,15.38,0,34,3.12,20.52,-13.05
517,Denpasar,1645528,1552089600,27.0,20,74,1.5,-8.65,115.22
518,Gashua,2341656,1552092434,24.78,44,35,3.92,12.87,11.04
519,Amol,143534,1552092434,6.75,92,100,1.62,36.47,52.35
520,Grand Gaube,934479,1552089600,24.0,75,94,2.1,-20.01,57.66
521,Heihe,2036973,1552089600,-6.0,0,37,8.0,50.24,127.51
522,Puerto Ayacucho,3629710,1552089600,27.0,75,83,1.5,5.66,-67.63
523,Itarema,3393692,1552092436,24.68,8,95,2.42,-2.92,-39.92
524,Bilma,2446796,1552092436,15.4,0,26,3.12,18.69,12.92
525,Caxito,3451261,1552089600,27.0,20,83,5.7,-22.65,-42.51
526,Port Macquarie,2152659,1552092245,31.67,40,65,2.1,-31.43,152.91
527,Banjarmasin,1650213,1552089600,26.0,68,94,1.5,-3.32,114.59
528,Khorramabad,127349,1552089060,3.0,90,100,0.97,33.48,48.35
529,Magole,155334,1552092437,21.78,92,95,0.42,-6.37,37.37
530,Pisco,3932145,1552092183,24.33,68,66,1.57,-13.71,-76.2
531,Kurilsk,2123979,1552092438,-1.03,12,93,4.07,45.23,147.88
532,Great Yarmouth,2647984,1552092378,8.89,68,93,7.7,52.61,1.73
533,Coahuayana,3981460,1552092438,30.85,0,25,1.17,18.62,-100.35
534,College,5859699,1552092398,3.89,75,47,3.1,64.86,-147.8
535,Salalah,286621,1552089000,25.0,0,20,4.1,17.01,54.1
536,Edmundston,6545023,1552092172,-4.0,20,38,4.1,47.36,-68.33
537,Umm Lajj,100926,1552092439,17.68,0,85,9.02,25.02,37.27
538,Charters Towers,2171722,1552092439,25.4,92,83,4.17,-20.07,146.27
539,Saint Stephen,5044407,1552092365,-1.0,90,79,2.1,45.7,-94.27
540,Roebourne,2062276,1552092219,28.03,0,75,2.07,-20.77,117.15
541,Makat,608872,1552092439,-10.85,12,87,1.22,47.65,53.35
542,Tecoanapa,3532499,1552088760,28.0,5,78,5.1,16.99,-99.26
543,Huarmey,3939168,1552092440,23.48,48,63,1.57,-10.07,-78.15
544,Sao Joao Evangelista,3448850,1552092440,24.73,24,68,3.32,-18.55,-42.76
545,Half Moon Bay,5354943,1552092430,13.0,40,61,5.1,37.46,-122.43
